Date,Value,,,,,,,,,,,,,,,,,,,,,,,
01-09-1993,332.23,,,,,,,,,,,,,,,,,,,,,,,
01-10-1993,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-11-1993,36.91,,,,,,,,,,,,,,,,,,,,,,,
01-12-1993,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-1994,31.64,,,,,,,,,,,,,,,,,,,,,,,
01-02-1994,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-03-1994,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-1994,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-05-1994,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-06-1994,105.47,,,,,,,,,,,,,,,,,,,,,,,
01-07-1994,205.66,,,,,,,,,,,,,,,,,,,,,,,
01-08-1994,390.23,,,,,,,,,,,,,,,,,,,,,,,
01-09-1994,137.11,,,,,,,,,,,,,,,,,,,,,,,
01-10-1994,68.55,,,,,,,,,,,,,,,,,,,,,,,
01-11-1994,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-12-1994,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-1995,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-02-1995,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-03-1995,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-1995,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-1995,0,,,,,,,,,,,,,,,,,,,,,,,
01-06-1995,121.29,,,,,,,,,,,,,,,,,,,,,,,
01-07-1995,237.3,,,,,,,,,,,,,,,,,,,,,,,
01-08-1995,237.3,,,,,,,,,,,,,,,,,,,,,,,
01-09-1995,290.04,,,,,,,,,,,,,,,,,,,,,,,
01-10-1995,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-11-1995,58.01,,,,,,,,,,,,,,,,,,,,,,,
01-12-1995,42.19,,,,,,,,,,,,,,,,,,,,,,,
01-01-1996,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-02-1996,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-03-1996,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-1996,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-1996,0,,,,,,,,,,,,,,,,,,,,,,,
01-06-1996,205.66,,,,,,,,,,,,,,,,,,,,,,,
01-07-1996,200.39,,,,,,,,,,,,,,,,,,,,,,,
01-08-1996,305.86,,,,,,,,,,,,,,,,,,,,,,,
01-09-1996,131.84,,,,,,,,,,,,,,,,,,,,,,,
01-10-1996,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-11-1996,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-1996,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-1997,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-02-1997,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-1997,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-1997,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-05-1997,31.64,,,,,,,,,,,,,,,,,,,,,,,
01-06-1997,142.38,,,,,,,,,,,,,,,,,,,,,,,
01-07-1997,580.08,,,,,,,,,,,,,,,,,,,,,,,
01-08-1997,311.13,,,,,,,,,,,,,,,,,,,,,,,
01-09-1997,105.47,,,,,,,,,,,,,,,,,,,,,,,
01-10-1997,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-11-1997,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-12-1997,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-01-1998,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-02-1998,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-03-1998,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-04-1998,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-1998,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-06-1998,84.38,,,,,,,,,,,,,,,,,,,,,,,
01-07-1998,232.03,,,,,,,,,,,,,,,,,,,,,,,
01-08-1998,279.49,,,,,,,,,,,,,,,,,,,,,,,
01-09-1998,237.3,,,,,,,,,,,,,,,,,,,,,,,
01-10-1998,68.55,,,,,,,,,,,,,,,,,,,,,,,
01-11-1998,21.09,,,,,,,,,,,,,,,,,,,,,,,
01-12-1998,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-1999,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-1999,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-1999,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-1999,0,,,,,,,,,,,,,,,,,,,,,,,
01-05-1999,73.83,,,,,,,,,,,,,,,,,,,,,,,
01-06-1999,121.29,,,,,,,,,,,,,,,,,,,,,,,
01-07-1999,342.77,,,,,,,,,,,,,,,,,,,,,,,
01-08-1999,232.03,,,,,,,,,,,,,,,,,,,,,,,
01-09-1999,73.83,,,,,,,,,,,,,,,,,,,,,,,
01-10-1999,89.65,,,,,,,,,,,,,,,,,,,,,,,
01-11-1999,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-1999,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2000,0,,,,,,,,,,,,,,,,,,,,,,,
01-02-2000,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-03-2000,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-04-2000,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-05-2000,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-06-2000,210.94,,,,,,,,,,,,,,,,,,,,,,,
01-07-2000,237.3,,,,,,,,,,,,,,,,,,,,,,,
01-08-2000,163.48,,,,,,,,,,,,,,,,,,,,,,,
01-09-2000,232.03,,,,,,,,,,,,,,,,,,,,,,,
01-10-2000,0,,,,,,,,,,,,,,,,,,,,,,,
01-11-2000,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2000,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2001,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-02-2001,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-2001,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-04-2001,10.55,,,,,,,,,,,,,,,,,,,,,,,
01-05-2001,52.73,,,,,,,,,,,,,,,,,,,,,,,
01-06-2001,311.13,,,,,,,,,,,,,,,,,,,,,,,
01-07-2001,221.48,,,,,,,,,,,,,,,,,,,,,,,
01-08-2001,163.48,,,,,,,,,,,,,,,,,,,,,,,
01-09-2001,158.2,,,,,,,,,,,,,,,,,,,,,,,
01-10-2001,100.2,,,,,,,,,,,,,,,,,,,,,,,
01-11-2001,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2001,0,,,,,,,,,,,,,,,,,,,,,,,
01-01-2002,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-02-2002,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-03-2002,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-04-2002,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-05-2002,105.47,,,,,,,,,,,,,,,,,,,,,,,
01-06-2002,89.65,,,,,,,,,,,,,,,,,,,,,,,
01-07-2002,226.76,,,,,,,,,,,,,,,,,,,,,,,
01-08-2002,268.95,,,,,,,,,,,,,,,,,,,,,,,
01-09-2002,126.56,,,,,,,,,,,,,,,,,,,,,,,
01-10-2002,79.1,,,,,,,,,,,,,,,,,,,,,,,
01-11-2002,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2002,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-01-2003,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-02-2003,36.91,,,,,,,,,,,,,,,,,,,,,,,
01-03-2003,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-2003,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-05-2003,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-06-2003,163.48,,,,,,,,,,,,,,,,,,,,,,,
01-07-2003,290.04,,,,,,,,,,,,,,,,,,,,,,,
01-08-2003,210.94,,,,,,,,,,,,,,,,,,,,,,,
01-09-2003,142.38,,,,,,,,,,,,,,,,,,,,,,,
01-10-2003,137.11,,,,,,,,,,,,,,,,,,,,,,,
01-11-2003,0,,,,,,,,,,,,,,,,,,,,,,,
01-12-2003,5.27,,,,,,,,,,,,,,,,,,,,,,,
01-01-2004,15.82,,,,,,,,,,,,,,,,,,,,,,,
01-02-2004,0,,,,,,,,,,,,,,,,,,,,,,,
01-03-2004,0,,,,,,,,,,,,,,,,,,,,,,,
01-04-2004,26.37,,,,,,,,,,,,,,,,,,,,,,,
01-05-2004,26.37,,,,,,,,,,,,,,,,,,,,,,,
